증상,병명
"일본뇌염 바이러스에 감염되더라도 증상이 나타나지 않는 경우가 대부분이다. 증상이 나타나는 감염의 경우, 모기에 물린 후 5∼15일의 잠복기를 거쳐 발병한다. 병의 경과는 그 증상에 따라 전구기(2∼3일), 급성기(3∼4일), 아급성기(7∼10일), 회복기(4∼7주)로 구분할 수 있다. 증상은 급속하게 나타나며 고열(39∼40도), 두통, 현기증, 구토, 복통, 지각 이상 등의 증세를 보인다. 병이 진행되면 의식장애, 경련, 혼수에 이르게 되고 대개 발병 10일 이내에 사망한다. 경과가 좋은 경우에는 약 1주를 전후로 열이 내리며 회복된다.",일본뇌염
"만성 규폐증과 급성 규폐증은 같은 증상을 보이지만, 증상이 나타나기까지의 시간이 다르다. 대개는 가래가 끓고 기침을 하며 운동 시 호흡곤란이 발생한다. 평소에 가슴이 답답하거나 흉통이 발생하기도 한다. 담배를 피우는 경우 증상이 더 심하게 나타날 수 있다.",규폐증
"안면홍조는 일시적인 혈관확장에 의해서 발생하며 자율신경이나 혈관활성물질에 의한 혈관 평활근의 작용으로 발생한다. 특히 자율 신경에 의한 기전으로 발생하는 경우 땀샘이 같이 활성화되어 발한을 동반하게 되지만, 발한이 반드시 동반되는 것은 아니다. 안면홍조 발생 시 피로, 신경과민, 불안, 우울 등이 동반될 수 있으며, 야간에 발생할 경우 수면장애를 유발하여 낮 시간 동안 집중력 저하로 이어지기도 한다.",안면홍조
"눈이나 눈꺼풀의 가려움증, 결막의 충혈, 눈의 화끈거림을 동반한 전반적인 통증, 눈부심, 눈물 흘림과 같은 증상을 주로 호소하며, 이외에도 결막이 부풀어 오르는 증상(결막 부종), 눈꺼풀이 부풀어 오르는 증상이 동반되어 나타날 수 있다. 노란 눈곱보다는 끈적끈적하고 투명한 분비물이 동반되는 것이 보통이다. 알레르기 결막염은 여러 형태로 나타나는데, 대부분은 증상이 경미한 계절성 알레르기 결막염이고, 나머지는 아토피 각결막염, 봄철 각결막염, 거대 유두 결막염으로 나눌 수 있다.계절성 알레르기 결막염(Seasonal Allergic Conjunctivits, SAC)은 공기 중의 꽃가루, 먼지, 동물의 비듬, 진드기 등이 항원으로 작용하여 결막의 비만세포가 자극을 받아 즉시형 알레르기 반응으로 나타나는 알레르기 결막염이다. 증상이 눈에만 나타나는 경우도 있고, 가끔 비강이나 인후부의 염증도 동반된다.아토피 각결막염(Atopic Keratoconjunctivitis, AKC)은 대개 아토피피부염과 동반하여 발병하며, 남자가 많고, 10대 후반부터 시작하여 40~50대에서 많이 발병한다. 알레르기 질환의 가족력이 뚜렷하며, 원추각막, 백내장이 많이 발생되고, 망막박리도 보고되고 있다. 원인은 명확하지 않으나 즉시형 알레르기 반응과 지연성 알레르기 반응이 관련되어 있는 것으로 알려져 있다.봄철 각결막염(Vernal Keratoconjunctivitis, VKC)은 양안성의 만성적인 결막염으로 대개 10세 이전에 발병하여 사춘기에 대부분 없어진다. 덥고 건조한 곳에서 많이 발병하고 남자가 2배 많으며, 가족력이 있을 수 있다. 아토피나 천식, 습진 등을 동반할 수 있다. 50% 이상에서 점상각막염, 미란(표피까지의 얕은 피부결손), 궤양 등의 각막 병변을 동반한다.거대 유두 결막염(Giant Papillary Conjunctivitis, GKC)은 비감염성 염증 질환으로 거대 유두가 위눈꺼풀 결막에 나타나는 질환이며 호산구 내의 탈과립이 증가하여 염증 반응을 유발하는 것으로 알려져 있다. 발생에 있어 남녀 차이나 연령 차이는 없다. 대부분 그 원인을 찾을 수 있으며, 연성콘택트렌즈(소프트렌즈), 백내장 수술이나 각막 이식 후 노출된 봉합사, 의안, 공막돌륭술 또는 녹내장수술 후 사용된 봉합사나 특수 기구 등이 자극을 주어 발생한다. 연성콘택트렌즈 착용자의 대부분과 경성콘택트렌즈(하드렌즈) 착용자의 1% 정도에서 거대 유두 결막염이 발견된다. 


알레르기 결막염 증상",알레르기결막염
시력저하와 함께 입체시 저하 등 감각기능 이상을 동반한다.,약시
"전형적인 증상으로 폐경 여성에서 화농성의 질 분비물과 함께 질 점막이 얇아지고, 쪼그라들어 부부관계 시 통증, 출혈 등이 동반될 수 있다.",위축성질염
"상처 부위에서 증식한 파상풍균(Clostridium tetani)이 번식과 함께 생산해내는 신경독소가 신경세포에 작용하여 근육의 경련성 마비와 동통(몸이 쑤시고 아픔)을 동반한 근육수축을 일으키는 감염성 질환이다.잠복기는 3~21일로 증상이 나타나기 시작하는 시점이 다양하지만 대부분 14일 이내에 발병한다. 잠복기가 짧을수록 병의 경과가 좋지 않다. 초기에는 상처 주위에 국한된 근육 수축이 나타난다. 증상이 진행되면서 목과 턱 근육의 수축이 먼저 나타나고 차츰 심해져서 입을 열지 못하거나 삼키지 못하는 등의 마비 증상이 나타난다. 이후 몸통 근육 수축으로 진행한다. 전신에 걸친 경련은 파상풍 발병 후 1~4일 뒤에 나타나며 발열, 오한 등의 증상이 동반될 수 있다.",파상풍
"가려움증, 진한 갈색의 소변, 무담즙성 대변, 간비대, 비장비대, 복통(우상복부), 장출혈, 비특이적 전신증상(기력 저하, 체중감소, 성장부진, 구역, 발열, 오한 등)이 동반될 수 있다.",영유아황달
"흑색종은 자각 증상이 없으며 평범한 점이나 결절(1cm 이상 크기의 솟아오른 피부병변)로 보이는 경우도 있으므로 정확한 진단을 위해서는 주의 깊은 관찰이 필요하다. 검은 점이 새로 생긴다든지 이미 있던 색소 모반(점)의 모양이 불규칙하고 비대칭적으로 변하거나 크기가 0.6cm 이상으로 자라거나, 색조가 균일하지 않을 때 악성화를 의심하여야 한다. 그 외에 가렵거나 따가움 또는 통증이 생기거나 출혈, 궤양, 딱지 형성 같은 표면상태의 변화를 보이거나 혹은 주변에 크기가 작은 위성 병소가 나타나는 경우는 주의해야 한다.일반적으로 피부에 처음 발생하는 흑색종을 모양, 발생양상, 분포 등의 특성에 따라 4가지 다음과 같은 임상유형으로 나눈다.1) 악성 흑색점 흑색종이미 존재하던 악성 흑색점에서 발생한 흑색종을 말하며 한국인에게는 드물다. 악성 흑색점은 일종의 상피 내 흑색종으로 간주되는데 보통 60~70대 노인의 햇빛 노출 부위인 얼굴에 잘 발생하며 불규칙한 경계를 보이는 갈색반이 수년에 걸쳐 서서히 주변으로 퍼져서 커다랗고 다양한 색조를 띠는 색소반을 이룬다. 이 병변에서 한 두 개의 구진(1cm 미만 크기의 솟아 오른 피부병변)이나 결절이 생기면서 크기가 증가하게 되고, 종양 세포가 진피 내로 침윤하면 악성 흑색점 흑색종으로 부르게 된다.2) 표재확산 흑색종청소년부터 노인까지 다양한 연령대에 발생하며 30~50대가 흔하다. 백인에서 가장 흔한 유형이다. 많이 생기는 부위는 남자는 등의 윗부분, 여자는 정강이이며 처음에는 약간 융기된 색소성 반으로 시작하여 황갈색, 흑색 등의 다양한 색조를 띄며 경계가 불규칙해진다.3) 말단 흑색점 흑색종손바닥, 발바닥, 손가락, 발가락의 말단 부위에서 잘 발생하며 한국인을 비롯한 동양인과 흑인에게 가장 흔한 유형이다. 손발톱 밑의 병변도 이 유형에 속한다. 손바닥, 발바닥 등에 갈색 또는 흑갈색을 띄는 색소반이 출현하고, 차차 색소반의 검은색이 짙어지며 그 중앙부에 결절과 종괴(덩어리)가 생기거나 궤양이 생기는 양상을 보인다. 아주 드물게 병변에서 색소가 뚜렷이 보이지 않는 예도 있으므로 주의를 요한다. 손발톱에 흑색의 줄무늬가 생기거나 반점이 동반된 경우 조갑 기질의 흑색종일 가능성이 있으므로 정밀한 검사가 필요하다.4) 결절흑색종처음부터 결절 상태로 발견되어 급속히 성장하는 유형을 말하며 전형적인 것은 수개월 내에 비교적 빠르게 성장하는 흑청색 혹은 흑갈색의 결절이다. 종양의 성장이 빠르기 때문에 조기에 피부 깊은 곳으로 진행하거나 전이를 일으키는 일이 많은, 가장 악성도 높은 유형이다.흑색종은 피부암 중 전이를 가장 많이 일으키며 림프절, 뼈, 폐, 간, 비장, 중추신경계 등 어느 장기들로도 전이될 수 있으며 주위 피부로 전이될 수도 있다. 전이된 부위에 따라 다양한 증상을 나타내게 된다.  


발바닥에 발생한 흑색종",악성흑색종
"농포의 모양은 잔 물집과 비슷하나 내부에 투명한 액체가 아닌 농이 차있고 대개 주위에 염증성 홍반을 동반하며, 하나씩 생기거나 여러 개의 군집으로 발생한다. 이들은 처음부터 농포로 생기기도 하나 다른 피부 병변으로부터 이차적으로 생기기도 한다.",농포
"상상 임신 시 나타나는 증상은 실제 임신하였을 때 나타나는 신체의 변화와 유사하다.무월경 또는 불규칙한 월경, 복부팽만, 식욕변화, 구토, 체중증가, 유방 크기의 변화, 유두 주변의 색소 침착, 모유 분비, 심지어는 태동 (fetal movement) 또는 출산할 때와 비슷한 진통을 느끼는 등 임신 시의 모든 증상이 나타날 수 있어 겉보기에 실제 임신과 구분하기 어려운 경우도 있다. 증상이 너무도 비슷하여 상상 임신 환자의 18% 정도가 병원에서 임신으로 진단받았다는 보고도 있다.상상 임신에서 가장 흔한 증상은 자신이 임신을 하였다고 믿는 증상이고, 다음으로 흔한 증상은 임신하였을 때처럼 배가 나오기 시작하는 것이다.이러한 복부의 팽만은 상상 임신 환자의 약 63~97%가 경험하는 것으로 조사되었다. 상상 임신에서의 복부 팽만은 일반적인 비만에 의한 것과는 다르며 실제 임신하였을 때와 비슷한 양상으로 아랫배가 부풀어오른다. 따라서 겉모습만 볼 때는 실제 임산부와 구분이 어려울 수도 있다. 이밖에 56~98%의 상상 임신 환자가 불규칙적인 월경을 호소하고, 48~75%의 환자는 태동을 느끼기도 한다.",상상임신
"멜라스 증후군의 특징적인 증상은 편마비이나 반맹증과 같은 뇌졸중의 유사 삽화의 발생이다. 공통적인 임상적 소견으로 부분 또는 전신 발작, 재발성 편두통, 구토, 저신장, 청력 소실, 근위약 등이 있다.",멜라스증후군
"초기에는 자각 증상이 없는 경우가 많으며 꼬리뼈 근처에 피부가 함몰된 소견만이 보일 수 있다. 하지만 염증이 생기면 환자들은 의자에 오래 앉아 있거나 운동을 한 다음 생기는 동통을 호소하는 경우가 많다. 전신 증상의 동반은 흔하지 않으나 미열, 백혈구 증가, 권태감 등이 나타날 수 있다. 농양(고름집)은 대개 정중앙이 아닌 바깥쪽으로 치우쳐 생기며 정중앙선 상에 있는 벌어진 구멍이나 작은 함몰부위를 관찰할 수 있다.항문으로부터 약 3.5~5cm 떨어진 꼬리뼈 부분의 중앙선상에 한 개 또는 그 이상의 작은 병변들이 관찰되며 염증성 낭종은 분비물과 함께 통증을 동반할 수 있고 이따금 출혈로 나타날 수 있다. 모발은 약 과반수에서 발견되며 나머지 경우에서는 모낭이 감염되어 파열된 각질로 채워져 있는 경우도 많다.  


모소낭 증상",모소낭
"본인이 느낄 수 있는 자각 증상으로 통증, 이물감(눈에 무엇인가 들어있는 느낌), 눈물흘림이 있고, 겉으로 드러나는 증상으로는 충혈, 결막부종, 결막하출혈, 여포, 눈꺼풀 종창 등이 나타날 수 있다.",아폴로눈병
"전형적인 증상은 아침에 일어나 첫 발을 내디딜 때 느껴지는 심한 통증이 특징적이지만, 모두 같은 증상을 겪는 것은 아니다. 통증은 주로 발뒤꿈치 안쪽에 발생하는 경우가 대부분이고 발뒤꿈치뼈 전내측 종골 결절 부위를 누르면 통증이 발생하기도 한다. 발가락을 발등 쪽으로 구부리면 통증이 심해지기도 한다. 주로 가만히 있을 때는 통증이 없다가 움직이기 시작하면 통증이 발생하고 일정 시간 움직이면 통증이 다시 줄어드는 양상이 많다. 진행된 족저근막염의 경우에는 서 있을 때 뻣뻣한 느낌이 지속되고 하루 일과가 끝나는 시간이 가까울수록 통증의 정도도 심해지는 경우가 있다.",족저근막염
"난관수종이 발생할 수 있는 원인들로 인한 증상이 있을 수 있는데 골반염, 성병, 자궁내막증 등은 흔히 복통을 유발한다. 임신시도를 하는 경우 난임을 겪으며 난임검사를 하는 과정에서 알게되는 경우가 많으나 특별한 증상이 없었거나 임신시도를 하지 않았던 환자들은 잘 발견되지 않는다.",난관수종
