증상,병명
제 형 신경섬유 종증 증상 매우 진단 기준 병변 피부 담 갈색 반점 겨드랑이 서혜부 주근깨 홍채 결절 신경섬유 종 개 내 접형골 이상 장골 피질 특징 골 병변 시신경 교종 등 피부 담 갈색 반점 거의 모든 환자 출생 시 성장 크기 숫자 증가 색깔 결절 이상 환자 나이 증가 세 이상 성인 경우 대부분 신경섬유 종은 주로 피부 위 장관 수 사춘기 임신 중 신경섬유 종이 증가 것 호르몬 영향 것 시사 신경섬유 종은 작고 고무 느낌 종괴 위 피부 약간 보랏빛 띤다 얼 기상 신경섬유 종은 출생 시 보이 주로 눈가 귀 주변 얼굴 발생 겨드랑이 흉부 신경 개 내 접형골 형성 이상 때문 눈 보 장골 피질 척추 측만증 동반 기도 시신경 아교 종은 약 의 환자 동반 대부분 증상 약 의 환자 시력 이상 또한 신경학 합병증 동반 약 절반 정도 환자 학습 장애 인지 기능 이상 아기 뇌 검사 특징 병변 소뇌 해마 뇌 핵 이 병변 연령 감소 세 경 대부분 이 특징 뇌 병변 경우 인지 기능 장애 보고 뇌전증 발작 간혹 증 동반 경우 약 의 환자 뇌혈관 모야 모야 증후군 동맥 류 형성 기도 신경섬유 종은 악성 종양 진행 신경섬유 육종 악성 신경초 종이 발생 얼 기상 신경섬유 종 악성 화가 생기며 종양 갑자기 경우 의심 수술 신경섬유 종 이외 갈색 종 유방암 대장암 발병 률 정상인 갈색 종이 신장 혈관 협착 고혈압 발생 제 형 신경섬유 종증 가장 특성 증상 병변 발현 환자 매우 점 피부 반점 신경섬유 종이 매우 환자 신경섬유 종 얼굴 사지 변형 초래 경우 환자 존재 심지어 유전자 변 공유 가족 안 증상 발현 경우 또한 유전자 변 이의 위치 확인 증상 발현 미리 예측 매우 유전 질환 지속 문제 임 상적 관찰 신경섬유 종증 담 갈색 반점,신경섬유종증제1형
대부분 번 늑연골 관절 발생 경우 갑자기 점진 양상 흉부 통증 해당 부위 늑연골 관절 때 압통 호소 통증 기침 심호흡 몸통 회전 운동 통해 수 대부분 개 관절 증상 경우 여러 개 관절 경우,늑골연골염
정맥 류 출혈 유발 인자 발생 것 보통 정맥 류 출혈 환자 복통 동반 대량 토혈 흑색 변 혈변 출혈 손실 혈액 량 및 혈액 량 감소 정도 기립 빈맥 때 맥박 증상 저혈량 쇼크 동반 수,식도정맥류
쉰 목소리 발견 경우 쉰 목소리 일 성 양 성 마비 모두 수 발성 시 피로 도 증가 발성 지속 수 시간 물 액체 성상 음식 섭취 때 사레 증상 발생 수 양 성 마비 호흡 곤란 호소 경우,성대마비
혀 볼 점막 입천장 입술 등 발생 궤양 주일 정도 통 궤양 주 정도 궤양 염증 보기 때문 조직검사 것 구강 내 점막 백색 띠 병적 변화 것 반증 반증 암 진행 수 암 병 거나 초기 구강암 일 수 때문 조직검사 시행 감별 마찬가지 입안 불그스름 반점 지속 경우 암 병 소일 수 조직검사 전문가 진찰 통증 진행 암 암 조직 염증 차 통증 유발 수 또한 암세포 입안 신경조직 통 수 통증 증상 구강암 판단 수 병적 변화 입 안 부위 일 수도 수도 입천장 병적 변화 경우 대부분 증상 양성 혹 악성 혹 생김새 때문 구별 또한 혀 밑바닥 혹 경우 입 안 표면 점막 정상 점막 밑 덩어리 낭 종일 가능성 혀 밑 침샘 침샘 일 수도 그 외 출혈 입냄새 체중 감소 수 암 국소 진행 경우 입 안 기도,구강암
대인관계 남 위 줄 자신 중요성 모든 것 자기 중심 자기 능력 대해 비현실적 자신감 가지 무제한 능력 재물 권력 지위 움 이상 사랑 간혹 목표 달성 못 더 목표 달성 또한 존경 관심 대상 내면 충실 겉 치장 더 관심 친구 깊이 것 별 관심 사람 것 다른 사람 자신 비판 때 상대방 대한 무관심 분노 상대 모독 일 실의 때 스스로 대한 열등감 수치심 허무 감,자기애성인격장애
감기 두통 발열 근육통 등 몸살 증상 먼저 수 피부 발진 발생 진행 병변 전신 피부 곳 수 대칭 양쪽 팔다리 바깥쪽 얼굴 손발 바닥 발생 대퇴부 둔부 몸 발생 처음 말단 발생 몸 중심부 향 양상 보이 수백 개 개수 하나 전체 체표 적의 미만 자각 증상 가려움증 듯 느낌 호소 하나 경우 증상 병변 대개 오른 은색 반점 판 형성 크기 수 정도 다형 홍 반의 특징 형태 동심 모양 과녁 모양 병변 가장자리 홍반 유지 중심부 적자 색 적색 것 볼 수 때 병변 중심부 자반 자주색 멍 이나 괴사 수포 형성 경우 약 의 환자 구강 점막 침범 주로 잇몸 입천장 입술 등 홍 이나 수포 물집 미란 표면 딱지 등 형성 일부 환자 국 적 림프절 염 수 다형 홍 반의 특징 과녁 모양 병변,다형홍반
감염 기관지염 보통 일반 감기 증상 즉 콧물 인후 통 피로 오한 기침 가래 등 시작 감염 인플루엔자 경우 발열 발생 근육 통증 존재 수 폐 유입 공기 제한 기도 기적 협착 발생 기도 과민반응 급성 기관지염 이로 기침 후 쌕색거림 발생 수 대부분 증상 정도 지속 기침 가장 증상 중 하나 주 이상 기도,유아기관지염
임신 주 이전 질 출혈 발생 질 출혈 양은 원인 환자 상태 수,임신초기출혈
대개 소변 자주 빈뇨 배뇨 통 동반,급뇨
기도 과민성 환자 비 특이 자극 노출 기관지 근육 수축 기도 수축 일어난다 또한 기도 안쪽 객담 수 경우 호흡 곤란 발생 수,기도과민증
폴리오 바이러스 감염증 불 현성 감염 부전 회 수염 비 마비 회 수염 마비 회 수염 네 가지 형태 발병 폴리오 바이러스 감염증 약 증상 미열 인후 통 등 비 특이 증상 보이 증상 수일 후 의 환자 무균 뇌수막염 발생 수 부전 회 수염 병감 식욕 부진 구역 구토 두통 인후 통 변비 복통 수반 단기간 열성 질환 형태 비 마비 회 수염 부전 회 수염 증상 보이 두통 구역 구토 더욱 경부 목 후 팔다리 통과 강직 방광 마비 및 변비 수 후기 경부 및 척추 강직 마비 회 수염 비 마비 회 수염 증상 외 골격근 개근 허약 며칠 무증상 기간 마비 상태 악화 소견,소아마비
대개 특정 동작 주로 와인드업 자세 통증 유발 투수 등 공 운동 선수 구속 데드암 증후군 갑자기 힘 현상 관찰 수 방 카르 트 병변 시 어깨 것 불안 정성 발생 또한 관절 막 이차 염증 반응 관절 운동 범위 줄 통증 호소 수,어깨관절와순파열
쥐벼룩 노출 증상 때 시간 잠복기 대략 보통 발열 두통 근육통 의 환자 피부 발진 복부 흉부 피부 변화 정도 환자 메 거리 움 구토 정도 환자 기침 대부분 임 상경 보이 회복 일부 환자 혼미 경련 콩팥 기능 손상 간 기능 손상 등 수,발진열
대표 증상 사회 상호 작용 질적 문제 보이 언어 의사소통 장애 것 또한 특정 행동 반복 상동증 보이 기분 정서 불안 정성 보 의 자폐증 환자 지적 장애 문제,자폐증
조루 정의 자체 증상 즉 조루 환자 사정 의지 조절 증상 약간 성적 자극 질 내 삽입 전 삽입 당시 삽입 직후 개인 전 극치 감 사정 반복 지속 상태 사정 의지 조절 상태 로서 배우자 성행위 만족 얻지 정도 극치 감 도달,조루
만성 피로 증후군 무기 증상 식욕 구토 증상 등 동반 수 체중 감소 피부 입 점막 주위 갈색 점 저혈압 동반 수,에디슨병
근육 근육 경련 형태 증상 발현 수 통증 스펙트럼 증상 수 증상 발생 근육 때 수도 겉 보기 근육 수도 대개 경우 수 초 정도 지속 수 증상 때 수 차례 반복 수 두통 위약 감각 이상 마비 복시 등 동반 다른 신경학 질환 연관 수도 경우 병원 방문 추가 검사 수,근육떨림
대부분 증상 복부 박동 혹 덩어리 종괴 경우 서서히 경우 별로 수 다른 비 특이 증상 오심 구토 복통 복부 팽만감 요통 등 수 동맥 류 합병증 발생 시 사타구니 및 허벅지 통증 부종 심부전 동맥 류 색 증 혈뇨 위 장관 출혈 동반 경우 동맥 류 파열 경우 갑자기 복통 요통 발생 쇼크 상태 기도 평소 맥박 종괴 사람 갑자기 복통 호소 동맥 류 파열 가장 먼저 의심,복부대동맥류
급성 경우 이식 후 개월 내 발생 발열 발진 간 기능 이상 설사 범 혈구 감소 증 등 증상 만성 경우 이식 후 개월 이후 발생 피부 눈 입 폐 소화기 간 근육 관절 등 전신 침범 수 자가면역질환 증상 경우 관절 구축 눈 멈 중증 폐 질환 등 수,이식편대숙주병
다발 염 및 피부 염 진행 대칭성 근력 저하 가장 특징 증상 환자 의자 계단 때 물건 때 머리 빗 때 등 몸통 사지 근육 어깨 엉덩이 관절 등 사용 동작 호소 반면 몸통 사지 근육 이용 동작 질환 한참 진행 후 얼굴 눈 주위 근육 절대 침범 만약 침범 다른 질환 의심 인후 부와 목 근육 종종 침범 근육 이로 곤란 발성 어려움 목 현상 피부 염 근력 저하 앞서 매우 특징 피부 발진 먼저 이 발진 윗 눈꺼풀 붓기 자주색 띠 헬리오트로프 발진 과 얼굴 가슴 발진 주먹 때 손등 부위 홍반 피부 보랏빛 트론 징후 등 구성 피부 발진 햇빛 노출 악화 수 가려움 유발,다발성근염및피부근염
햇빛 화상 햇빛 노출 후 발생 시작 최고 도달 제일 먼저 증상 일광 부위 것 이후 피부 열기 지속 화끈 거리 거나 느낌 물집 후 표피 오한 발열 오심 등 증상 생기 기도 증상 최소 일주일 이상 지속 경우 증상 정도 노출 자외선 강도 노출 시간 피부 사람 광화,일광화상
본인 수 자각 증상 충혈 중등 도의 통증 물감 눈 무엇 느낌 눈곱 눈물 등 겉 증상 충혈 결막 부종 여포 눈꺼풀 종창 부어 오름 등,유행성각결막염
태아 발달 과정 단일 구조 결손 단일 발성 결함 여러 구조 결손 다발 기형 증후군 주기 약 단일 기형 일기 기형 변형 파열 이형성 첫째 단일 기형 형태 발생 과정 내인 이상 하나 장기 신체 일부분 단일 국 적 결손 기형 이 둘째 정상 발달 태아 기계 힘 발생 신체 일부분 비정상 형태 모양 위치 변형 처음 정상 발달 과정 외인 인자 붕괴 장기 신체 일부분 형태 결손 파열 넷째 세포 비정상 조직 발생 형태학 결과 이형성 등 수 반면 하나 원인 개 이상 계통 인지 수 양상 결손 것 다발 기형 증후군 이중 발생 전적 원인 관련 결손 무작위 둘 그 이상 개체 발생 경우 연합 증 기형 신체 모든 기관 발생 수 이 매우 증상,기형아
가장 강박 사고 오염 대한 두려움 그 외 자신 다른 사람 사람 해 입지 두려움 재앙 것 걱정 불행 연관 숫자 생각 집안 물품 관 걱정 특정 단어 소리 음악 머리 속 것 균형 정확성 대한 충 등 가장 강박 행동 손 피부 목욕 옷 청소 배설물 접촉 피 위 회피 행동 점검 숫자 세기 반복 지기 등,소아강박증
신장 결핵 포함 요로 결핵 비 특이 증상 보이 등 옆구리 통증 배뇨 통 빈뇨 육안 혈뇨 등 증상 수 의 환자 신장 요로 관련 증상 보이지 의 환자 발열 체중 감소 전신 증상 보 남성 경우 부고환 및 전립선 양상 보 질병 더욱 만성 진행 요관 협착 신장 요로 감염 취약 통증 수 또한 세뇨관 단백뇨 수 이외 빈혈 기능 저하 고혈압 등 동반 수,신장결핵
트림 식도 공간 공기 배출 소리 유발 트림 배출 가스 주성분 공기 위 내용물 위산 등 일부 배출 경우 신맛 쓴맛 동반 기도,트림
급성 산악 병 두통 숨 증상 시작 대개 등산 후 사이 발생 몸 뱃속 압력 발살바 메뉴 버 시 이마 쪽 두통 비 특이 식욕 저하 구역 메 거림 구토 등 소화기 증상 권태 감 위약 감 소변 감소 수면장애 발생 수 고산병 증상 고산 뇌 수종 실 조증 의식 저하 등 내 치료 혼수 고산 폐수종 환자 초기 기침 운동 호흡 곤란 폐수 포음 더욱 청색 증 거품 기침 안정 시 호흡 곤란 의식 저하 발생 최악 경우 사망 수,고산병
주 증상 운동 시 호흡 곤란 만성 기침 청색 증 산소 증 입술 주변 현상 곤봉 성적 산소 증 손가락 끝 현상 등 동반 수 폐 섬유화 진행 현상 성적 호흡 곤란 산소 증,특발성폐섬유화증
객담 가래 점액 가래 황 록색 가래 등 농도 가래 가래 피 가래 양 황색 고름 양상 가래 발열 동반 세균 감염 관련 폐렴 폐 농양 기관지 확장 증 가능성 점액 가래 주로 만성 기관지염 천식 등 동반 또한 가래 하루 종일 배출 체위 취했 때 다량 배출 냄새 등 진단 도움 수 따라서 하루 배출 객담 전체량 형태 확인 것 가래 피 증상 혈담 혈액 가래 주성분 때 객혈 그 원인 매우 혈담 객혈 기관지 염증 후두 염 등 발생 수도 폐렴 결핵 폐암 기관지 확장 증 과 중 질환 수 때문 혈담 시 병원 방문 전문의 진료 것 권고,객담
제자 리암 대부분 증상 발견 경우 자궁경부 제자 리암 대부분 증상 정기 검진 주로 발견 유방 제자 리암 역시 거의 증상 발현 유방 종괴 혈 유두 분비물 증상 수 방광 요로 상피 제자 리암 빈뇨 절박 소변 못 배뇨 통 혈뇨 등 방광 증상,제자리암
가장 주요한 증상 통증 인체 부위 시작 수 은 전신 주로 하부 요통 목 어깨 통증 호소 몸 것 은근 기도 양상 또한 운동 통증 발생 경우 경직 주로 호소 아침 자고 몸 근육 관절 낮 대개 호전 사람 하루 종일 증상 기도 또한 이상 감각 레이노 증상 호소 두 번 특징 피로 감 자주 피로 자고 계속 수면 중 자주 증상 기억 장애 인지 장애 두통 불안 우울 감 등 호소 또한 정상인 별로 통증 부위 통증 압통점 가지 섬유 근육통 정신 스트레스 감염증 내과 질환 수술 등 유발 기도 과민성 대장 증후군 과민성 방광 편두통 월경 통 비 심인성 흉통 등 자주 동반,섬유근육통
원인 물질 잠복기 증상 정도 일반 음식물 섭취 후 이내 구토 설사 복통 발열 등 증상,식중독및장염
자연 유산 대부분 증상 출혈 시작 몇 시간 며칠 후 복통 출혈 점성 출혈 더 출혈 수일 수주 동안 지속 수 임신 초기 약 의 임산부 출혈 경험 때 약 절반 자연 유산 임신 종결 복통 복부 앞면 기적 경우 하부 요통 골반 압박 감 경우 등 증상 통증 출혈 동반 경우 예후 임신 초기 아무 증상 산부인과 초음파 통해 태아 사망 발견 수도 인공 유산 해당 사항,유산
